budget,genres,id,original_language,original_title,popularity,release_date,revenue,runtime,status,tagline,title,vote_average,vote_count
$0.00,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 10749, ""name"": ""Romance""}]",10279,en,Summer of Sam,3.70789,1999-07-02,0,142,Released,No one is safe from son of sam,Summer of Sam,6.3,112
"$22,000,000.00","[{""id"": 35, ""name"": ""Comedy""}]",2294,en,Jay and Silent Bob Strike Back,21.865021,2001-08-22,33788161,104,Released,Hollywood had it coming,Jay and Silent Bob Strike Back,6.4,480
"$30,000,000.00","[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",2176,en,The Glass House,9.448517,2001-09-14,23619609,106,Released,The glass is about to be shattered...,The Glass House,5.4,201
"$22,000,000.00","[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}]",270487,en,"Hail, Caesar!",39.006187,2016-02-05,63647656,106,Released,Lights. Camera. Abduction.,"Hail, Caesar!",5.7,1309
"$22,000,000.00","[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}]",19366,en,Josie and the Pussycats,6.404571,2001-04-06,0,98,Released,"They were three small time girls, with big time dreams. Now, fate is giving the Pussycats, the chance of a lifetime.",Josie and the Pussycats,5.3,72
"$22,000,000.00","[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",204082,en,Homefront,35.737655,2013-11-27,43058898,100,Released,How far would you go to protect your home?,Homefront,6.4,875
"$22,000,000.00","[{""id"": 10751, ""name"": ""Family""}, {""id"": 27, ""name"": ""Horror""}]",24100,en,The Little Vampire,4.365196,2000-10-27,13555988,95,Released,"They're not just best friends, they're blood brothers.",The Little Vampire,6.1,77
"$22,000,000.00","[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",1599,en,I Heart Huckabees,14.925633,2004-09-10,0,106,Released,An existential comedy,I Heart Huckabees,6.2,239
"$22,000,000.00","[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",5550,en,RoboCop 3,14.725467,1993-04-17,10696210,104,Released,He's back to lay down the law.,RoboCop 3,4.2,305
$0.00,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",30379,en,Megiddo: The Omega Code 2,0.809588,2001-09-07,0,104,Released,"In The Beginning, The End Had A Name.",Megiddo: The Omega Code 2,3.6,8
$0.00,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]",42586,en,Darling Lili,0.816883,1970-01-01,0,107,Released,She gave away secrets to one side and her heart to the other.,Darling Lili,4.9,8
"$70,000,000.00","[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 10749, ""name"": ""Romance""}]",17709,en,Dudley Do-Right,8.792054,1999-08-27,0,77,Released,From the creator of 'George of the Jungle' comes a new kind of hero,Dudley Do-Right,3.8,48
"$25,000,000.00","[{""id"": 53, ""name"": ""Thriller""}, {""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}]",287948,en,The Transporter Refueled,25.002715,2015-09-03,72629670,96,Released,He Delivers.,The Transporter Refueled,5.2,559
$0.00,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",7548,en,The Libertine,7.588597,2004-09-16,0,114,Released,He didn't resist temptation. He pursued it.,The Libertine,5.9,128
"$21,000,000.00","[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 10752, ""name"": ""War""}]",9075,nl,Zwartboek,13.906611,2006-09-01,26193068,145,Released,"To fight the enemy, she must become one of them.",Black Book,7.2,277
"$22,000,000.00","[{""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}, {""id"": 10402, ""name"": ""Music""}]",11661,fr,Joyeux Noël,13.960945,2005-11-09,17709155,116,Released,France 1914. A moment of humanity that made history.,Joyeux Noël,7.2,212
"$2,000,000.00","[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",109513,en,Hit & Run,16.668854,2012-08-22,14400000,100,Released,A Comedy That Never Takes Its Foot Off The Gas,Hit & Run,5.5,224
$0.00,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",12085,en,Mad Money,6.847133,2008-01-17,0,104,Released,,Mad Money,5.9,140
"$22,000,000.00","[{""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",204922,en,Before I Go to Sleep,48.784734,2014-09-03,15447154,92,Released,Who do you trust?,Before I Go to Sleep,6.2,659
"$22,000,000.00","[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 12, ""name"": ""Adventure""}]",38985,en,Sorcerer,9.088209,1977-06-24,12000000,121,Released,WANTED. Four men willing to drive a cargo of death to escape a life in hell.,Sorcerer,7.4,98
"$22,000,000.00","[{""id"": 18, ""name"": ""Drama""}]",44113,en,Stone,12.445176,2010-10-07,9479718,105,Released,Some People Tell Lies. Others Live Them.,Stone,5.2,192
$0.00,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",21494,fr,Molière,4.61335,2007-01-31,0,115,Released,,Moliere,6.7,45
"$22,000,000.00","[{""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]",164457,en,Out of the Furnace,29.230298,2013-12-06,15400000,116,Released,Sometimes your battles choose you.,Out of the Furnace,6.5,720
"$25,000,000.00","[{""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 80, ""name"": ""Crime""}]",4566,en,Michael Clayton,18.961323,2007-09-28,92991835,119,Released,The truth can be adjusted,Michael Clayton,6.5,501
$0.00,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",17795,en,My Fellow Americans,2.809378,1996-12-20,0,101,Released,"A comedy about life, liberty and the pursuit of two ex-presidents.",My Fellow Americans,6.3,46
"$21,500,000.00","[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}]",1073,en,Arlington Road,12.819447,1999-03-19,0,117,Released,Your Paranoia Is Real.,Arlington Road,7,239
"$22,000,000.00","[{""id"": 16, ""name"": ""Animation""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 10749, ""name"": ""Romance""}]",153158,es,Metegol,14.866351,2013-07-18,24000000,106,Released,There's only one team this summer.,Underdogs,6,122
"$17,000,000.00","[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}]",81836,en,To Rome with Love,15.013386,2012-04-20,73244881,111,Released,,To Rome with Love,5.6,546
"$18,000,000.00","[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",10724,en,Firefox,8.700565,1982-06-13,70687344,136,Released,...the most devastating killing machine ever built... his job... steal it!,Firefox,5.5,139
"$21,000,000.00","[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}]",9473,en,"South Park: Bigger, Longer & Uncut",27.197799,1999-06-30,0,81,Released,UH-OH.,"South Park: Bigger, Longer & Uncut",7.1,893
"$9,000,000.00","[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",2196,en,Death at a Funeral,20.410354,2007-02-09,46,90,Released,From director Frank Oz comes the story of a family that puts the F U in funeral.,Death at a Funeral,6.9,497
"$21,000,000.00","[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}]",1499,en,Teenage Mutant Ninja Turtles III,10.207065,1993-03-17,42000000,96,Released,The Turtles Are Back....In Time.,Teenage Mutant Ninja Turtles III,5.1,184
"$32,000,000.00","[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",20857,en,Hardball,5.683281,2001-09-14,40222729,106,Released,The most important thing in life is showing up,Hardball,6.3,123
"$21,000,000.00","[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",82693,en,Silver Linings Playbook,63.599973,2012-09-08,205738714,122,Released,Watch For The Signs,Silver Linings Playbook,6.9,4742
"$21,000,000.00","[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",1646,en,Freedom Writers,17.746981,2007-01-05,41170784,123,Released,Their story. Their world. Their future.,Freedom Writers,7.5,356
$0.00,"[{""id"": 18, ""name"": ""Drama""}]",44944,en,For Colored Girls,1.934524,2010-11-05,37000000,134,Released,Many voices. One poem.,For Colored Girls,7,22
"$21,000,000.00","[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",4108,en,The Transporter,34.433521,2002-10-02,43928932,92,Released,Rules are made to be broken.,The Transporter,6.6,1692
"$20,000,000.00","[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}]",8456,en,Never Back Down,26.21425,2008-03-04,41627431,115,Released,Win or lose... Everyone has their fight.,Never Back Down,6.4,497
"$21,000,000.00","[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",7341,en,The Rage: Carrie 2,4.781538,1999-03-11,17762705,104,Released,Looks Can Kill,The Rage: Carrie 2,5.1,76
"$17,000,000.00","[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",19255,en,Away We Go,10.13559,2009-06-05,14899417,98,Released,,Away We Go,6.7,189
"$21,000,000.00","[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",10187,en,Swing Vote,5.815881,2008-08-01,17600000,120,Released,One ordinary guy is giving the candidates a reason to run.,Swing Vote,5.8,65
"$21,000,000.00","[{""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}]",31005,en,Moonlight Mile,8.982335,2002-09-09,10011050,117,Released,,Moonlight Mile,6.5,52
"$30,000,000.00","[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}]",49517,en,Tinker Tailor Soldier Spy,33.649652,2011-09-16,0,127,Released,How do you find an enemy who is hidden right before your eyes?,Tinker Tailor Soldier Spy,6.6,840
$0.00,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",44857,en,Molly,2.636193,1999-10-22,0,102,Released,Innocence is bliss. See the world through her.,Molly,5.5,14
"$21,000,000.00","[{""id"": 18, ""name"": ""Drama""}]",50780,en,The Beaver,13.847872,2011-02-11,970816,91,Released,He's here to save Walter's life.,The Beaver,6.3,276
"$35,000,000.00","[{""id"": 35, ""name"": ""Comedy""}]",16363,en,The Best Little Whorehouse in Texas,4.189378,1982-07-23,69701637,114,Released,With Burt and Dolly this much fun just couldn't be legal!,The Best Little Whorehouse in Texas,5.9,41
"$15,000,000.00","[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 27, ""name"": ""Horror""}]",1946,en,eXistenZ,21.928025,1999-04-14,2856712,97,Released,Play it. Live it. Kill for it.,eXistenZ,6.7,475
"$18,000,000.00","[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}]",85,en,Raiders of the Lost Ark,68.159596,1981-06-12,389925971,115,Released,Indiana Jones - the new hero from the creators of JAWS and STAR WARS.,Raiders of the Lost Ark,7.7,3854
"$18,000,000.00","[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 80, ""name"": ""Crime""}]",772,en,Home Alone 2: Lost in New York,81.487685,1992-11-19,358991681,120,Released,He's up past his bedtime in the city that never sleeps.,Home Alone 2: Lost in New York,6.3,2395
"$20,000,000.00","[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 18, ""name"": ""Drama""}]",840,en,Close Encounters of the Third Kind,52.456505,1977-11-16,303788635,135,Released,We are not alone.,Close Encounters of the Third Kind,7.2,1098
"$38,000,000.00","[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",9682,en,Pulse,9.662715,2006-08-11,29907685,90,Released,You are now infected.,Pulse,5,150
"$20,000,000.00","[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",96,en,Beverly Hills Cop II,25.28436,1987-05-18,299965036,100,Released,,Beverly Hills Cop II,6.1,613
"$20,000,000.00","[{""id"": 35, ""name"": ""Comedy""}]",10678,en,Bringing Down the House,8.351385,2003-03-07,132675402,105,Released,"Everything he needed to know about life, she learned in prison.",Bringing Down the House,5.4,183
"$19,000,000.00","[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",274,en,The Silence of the Lambs,18.174804,1991-02-01,272742922,119,Released,To enter the mind of a killer she must challenge the mind of a madman.,The Silence of the Lambs,8.1,4443
"$20,000,000.00","[{""id"": 10402, ""name"": ""Music""}, {""id"": 35, ""name"": ""Comedy""}]",8872,en,Wayne's World,21.815122,1992-02-14,121697323,94,Released,You'll laugh. You'll cry. You'll hurl.,Wayne's World,6.5,728
"$20,000,000.00","[{""id"": 35, ""name"": ""Comedy""}, {""id"": 99, ""name"": ""Documentary""}, {""id"": 28, ""name"": ""Action""}]",16290,en,Jackass 3D,20.99174,2010-10-15,117224271,94,Released,Don't try this at home,Jackass 3D,6.4,428
"$20,000,000.00","[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",579,en,Jaws 2,19.636044,1978-06-16,187884007,116,Released,Just when you thought it was safe to go back in the water...,Jaws 2,5.9,406
"$20,000,000.00","[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",14405,en,Beverly Hills Chihuahua,12.25264,2008-10-03,149281606,91,Released,50% Warrior. 50% Lover. 100% Chihuahua.,Beverly Hills Chihuahua,4.9,209
"$13,000,000.00","[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",138843,en,The Conjuring,49.975409,2013-07-18,318000141,112,Released,Based on the true case files of the Warrens,The Conjuring,7.4,3092
"$32,000,000.00","[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 10749, ""name"": ""Romance""}]",11637,en,Are We There Yet?,13.590677,2005-01-20,97918663,95,Released,24 hours. 350 miles. His girlfriend's kids. What could possibly go wrong?,Are We There Yet?,5.2,221
"$20,000,000.00","[{""id"": 35, ""name"": ""Comedy""}]",226486,en,Tammy,21.657563,2014-07-02,100525432,97,Released,She hit the road. The road hit back.,Tammy,5,500
"$35,000,000.00","[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}]",1584,en,School of Rock,43.057323,2003-10-03,131282949,108,Released,He just landed the gig of his life: 5th grade.,School of Rock,6.7,1414
"$18,000,000.00","[{""id"": 28, ""name"": ""Action""}, {""id"": 14, ""name"": ""Fantasy""}]",9312,en,Mortal Kombat,16.470895,1995-08-18,122195920,101,Released,Nothing In This World Has Prepared You For This.,Mortal Kombat,5.4,442
"$37,000,000.00","[{""id"": 35, ""name"": ""Comedy""}]",12153,en,White Chicks,28.703007,2004-06-23,113086475,109,Released,They're going deep undercover.,White Chicks,6.3,679
"$20,000,000.00","[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",65057,en,The Descendants,40.903931,2011-09-09,177243185,115,Released,The South Pacific ain't that terrific.,The Descendants,6.7,934
"$20,000,000.00","[{""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",8326,en,Holes,22.001408,2003-04-18,0,117,Released,Some secrets are too big to keep hidden.,Holes,6.7,383
$0.00,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 10749, ""name"": ""Romance""}]",35690,en,The Last Song,23.139971,2010-03-31,0,107,Released,"A story about family, first love, second chances and the moment in life that lead you back home.",The Last Song,6.9,923
"$20,000,000.00","[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",76203,en,12 Years a Slave,95.9229,2013-10-18,187000000,134,Released,The extraordinary true story of Solomon Northup,12 Years a Slave,7.9,3674
"$20,000,000.00","[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}]",13497,en,Drumline,4.748929,2002-12-13,57588485,118,Released,Half time is game time,Drumline,6.2,116
"$20,000,000.00","[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",35688,en,Why Did I Get Married Too?,2.986286,2010-04-02,60072596,121,Released,Marriage is an institution they're committed to.,Why Did I Get Married Too?,6.1,29
"$20,000,000.00","[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",162,en,Edward Scissorhands,47.51363,1990-12-05,53000000,105,Released,His scars run deep.,Edward Scissorhands,7.5,3601
"$20,000,000.00","[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",296096,en,Me Before You,53.161905,2016-06-02,207945075,110,Released,#LiveBoldly,Me Before You,7.6,2562
$0.00,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",103370,en,Madea's Witness Protection,7.050951,2012-06-29,0,114,Released,"Believe it or not, they know too much.",Madea's Witness Protection,5.9,52
"$1,800,000.00","[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",1051,en,The French Connection,15.978136,1971-10-09,41158757,104,Released,There are no rules and no holds barred when Popeye cuts loose!,The French Connection,7.4,422
"$20,000,000.00","[{""id"": 35, ""name"": ""Comedy""}]",376659,en,Bad Moms,42.512296,2016-07-28,183936074,100,Released,Party like a mother.,Bad Moms,6.3,1252
"$20,000,000.00","[{""id"": 35, ""name"": ""Comedy""}]",10073,en,Date Movie,10.098722,2006-02-17,48548426,83,Released,An Unprotected Comedy,Date Movie,3.6,222
"$20,000,000.00","[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",16690,en,Return to Never Land,15.341196,2002-02-14,109862682,72,Released,The Classic Continues,Return to Never Land,6.1,290
